Time,Vrms,Irms,Temperature,Vibration
2026-06-21 12:41:05,286.76,34.62,61.95,0.94
2026-06-21 12:41:08,296.03,33.56,58.36,1.14
2026-06-21 12:41:10,270.48,36.72,66.73,1.20
2026-06-21 12:41:12,271.12,36.65,67.18,1.31
2026-06-21 12:41:15,280.24,35.46,62.24,0.94
2026-06-21 12:41:17,277.48,35.81,64.68,0.95
2026-06-21 12:41:19,272.57,36.47,64.17,0.91
2026-06-21 12:41:22,288.61,34.42,59.89,1.17
2026-06-21 12:41:24,287.15,34.57,62.70,1.00
2026-06-21 12:41:27,275.24,36.05,61.55,1.07
2026-06-21 12:41:29,279.62,35.55,64.85,1.05
2026-06-21 12:41:31,271.59,36.58,67.04,0.88
2026-06-21 12:41:33,290.93,34.15,60.84,0.84
2026-06-21 12:41:35,284.98,34.85,60.87,1.02
2026-06-21 12:41:38,273.81,36.29,65.21,1.03
2026-06-21 12:41:40,289.06,34.34,59.54,1.06
2026-06-21 12:41:42,296.31,33.52,57.54,0.69
2026-06-21 12:41:44,283.21,35.07,62.39,1.47
2026-06-21 12:41:47,281.83,35.24,61.18,0.91
2026-06-21 12:41:49,277.85,35.73,64.32,0.91
2026-06-21 12:41:51,281.86,35.27,63.50,1.04
2026-06-21 12:41:54,280.74,35.42,62.30,0.92
2026-06-21 12:41:57,273.78,36.29,63.98,0.99
2026-06-21 12:41:59,285.63,34.75,61.83,1.05
2026-06-21 12:42:01,277.56,35.79,63.40,0.85
2026-06-21 12:42:04,282.43,35.19,60.86,0.93
2026-06-21 12:42:07,269.25,36.87,67.45,1.17
2026-06-21 12:42:09,274.52,36.16,65.06,1.08
2026-06-21 12:42:12,274.39,36.19,65.49,0.80
2026-06-21 12:42:16,284.79,34.88,61.46,0.89
2026-06-21 12:42:19,295.91,33.56,60.06,1.13
2026-06-21 12:42:22,292.31,33.99,58.61,1.09
2026-06-21 12:42:25,285.24,34.82,60.17,0.95
2026-06-21 12:42:28,292.48,33.99,60.52,1.46
2026-06-21 12:42:31,296.97,33.45,59.41,1.08
2026-06-21 12:42:34,289.05,34.35,61.35,0.82
2026-06-21 12:42:37,296.24,33.54,57.63,1.12
2026-06-21 12:42:40,275.96,35.96,64.80,1.10
2026-06-21 12:42:43,272.96,36.40,62.73,0.94
2026-06-21 12:42:46,289.17,34.33,60.30,1.21
2026-06-21 12:42:49,288.24,34.43,60.82,0.62
2026-06-21 12:42:52,292.09,34.02,60.65,0.65
2026-06-21 12:42:54,272.85,36.42,64.30,1.11
2026-06-21 12:42:57,295.41,33.65,59.73,1.00
2026-06-21 12:43:01,269.93,36.81,65.10,0.85
2026-06-21 12:43:05,293.42,33.88,61.41,0.93
2026-06-21 12:43:08,294.36,33.78,60.18,1.00
2026-06-21 12:43:11,286.80,34.60,61.43,1.18
2026-06-21 12:43:15,289.05,34.36,60.52,0.94
2026-06-21 12:43:19,292.01,34.04,60.23,1.14
2026-06-21 12:43:21,293.60,33.87,60.53,1.03
2026-06-21 12:43:23,283.88,34.99,60.14,0.95
2026-06-21 12:43:27,283.31,35.05,61.96,0.91
2026-06-21 12:43:31,274.31,36.21,65.90,1.25
2026-06-21 12:43:34,284.49,34.92,61.91,1.08
2026-06-21 12:43:37,292.96,33.95,59.56,0.88
2026-06-21 12:43:39,279.58,35.53,64.49,0.96
2026-06-21 12:43:42,296.03,33.58,60.21,1.17
2026-06-21 12:43:45,285.90,34.72,60.43,1.28
2026-06-21 12:43:48,281.46,35.32,62.62,1.07
2026-06-21 12:43:50,294.10,33.81,60.38,1.47
2026-06-21 12:43:54,293.95,33.83,59.53,1.19
2026-06-21 12:43:56,296.75,33.48,58.72,1.03
2026-06-21 12:43:58,285.11,34.82,62.09,1.24
2026-06-21 12:44:01,279.66,35.53,63.25,0.89
2026-06-21 12:44:04,272.58,36.47,64.80,1.09
2026-06-21 12:44:06,272.75,36.43,64.52,0.96
2026-06-21 12:44:09,280.25,35.46,62.50,0.75
2026-06-21 12:44:12,275.09,36.07,62.59,0.94
2026-06-21 12:44:14,295.89,33.60,60.17,1.02
2026-06-21 12:44:17,270.77,36.72,65.18,1.32
2026-06-21 12:44:19,289.01,34.36,61.57,1.23
2026-06-21 12:44:22,284.73,34.87,61.91,1.03
2026-06-21 12:44:25,271.17,36.61,64.22,0.68
2026-06-21 12:44:27,271.53,36.61,64.24,0.88
2026-06-21 12:44:29,277.86,35.76,62.07,1.21
2026-06-21 12:44:32,271.44,36.63,66.68,0.94
2026-06-21 12:44:35,273.58,36.33,63.47,1.05
2026-06-21 12:44:38,276.29,35.92,63.06,1.02
2026-06-21 12:44:40,271.31,36.67,64.55,0.78
2026-06-21 12:44:43,272.59,36.46,64.87,0.78
2026-06-21 12:44:45,289.75,34.27,60.57,1.05
2026-06-21 12:44:47,287.90,34.50,60.93,1.11
2026-06-21 12:44:50,288.24,34.43,60.24,0.85
2026-06-21 12:44:53,274.10,36.24,63.12,1.32
2026-06-21 12:44:55,287.96,34.47,60.64,1.19
2026-06-21 12:44:58,276.88,35.83,63.18,1.18
2026-06-21 12:44:59,292.90,33.94,60.94,1.23
2026-06-21 12:45:01,281.37,35.34,62.86,1.20
2026-06-21 12:45:03,293.03,33.93,60.08,1.14
2026-06-21 12:45:06,274.10,36.24,62.98,0.93
2026-06-21 12:45:09,296.65,33.49,58.26,0.84
2026-06-21 12:45:12,283.22,35.06,62.26,1.17
2026-06-21 12:45:15,284.10,34.95,61.68,1.20
2026-06-21 12:45:18,271.03,36.68,65.58,1.17
2026-06-21 12:45:21,295.42,33.63,60.51,0.87
2026-06-21 12:45:23,289.83,34.24,60.71,0.99
2026-06-21 12:45:26,296.20,33.53,59.81,1.14
2026-06-21 12:45:29,272.02,36.62,65.52,1.14
2026-06-21 12:45:32,288.96,34.35,62.27,1.47
2026-06-21 12:45:34,287.65,34.50,60.02,1.20
2026-06-21 12:45:37,294.35,33.78,59.38,0.97
2026-06-21 12:45:39,277.58,35.76,61.39,1.02
2026-06-21 12:45:42,278.06,35.71,61.48,0.97
2026-06-21 12:45:44,271.39,36.60,63.91,0.94
2026-06-21 12:45:47,277.35,35.83,62.99,1.31
2026-06-21 12:45:49,276.41,35.90,63.09,1.07
2026-06-21 12:45:52,271.53,36.70,65.66,1.11
2026-06-21 12:45:54,271.15,36.63,65.98,0.74
2026-06-21 12:45:57,291.04,34.15,59.63,0.68
2026-06-21 12:45:59,296.82,33.48,58.98,1.07
2026-06-21 12:46:02,270.55,36.69,65.75,0.85
2026-06-21 12:46:05,281.92,35.26,61.58,1.17
2026-06-21 12:46:07,293.31,33.90,60.34,1.10
2026-06-21 12:46:09,275.06,36.07,63.46,1.04
2026-06-21 12:46:12,282.68,35.14,60.53,1.10
2026-06-21 12:46:14,276.64,35.88,62.88,1.25
2026-06-21 12:46:17,291.20,34.14,59.55,0.92
2026-06-21 12:46:21,289.58,34.30,59.62,1.10
2026-06-21 12:46:24,291.30,34.12,59.99,0.91
2026-06-21 12:46:26,282.85,35.13,63.95,0.89
2026-06-21 12:46:29,297.08,33.44,59.26,1.18
2026-06-21 12:46:31,281.37,35.29,62.40,0.62
2026-06-21 12:46:33,268.60,36.95,65.60,1.03
2026-06-21 12:46:37,284.87,34.84,61.46,0.98
2026-06-21 12:46:40,272.53,36.49,63.83,0.89
2026-06-21 12:46:43,274.06,36.25,66.27,1.05
2026-06-21 12:46:45,274.20,36.22,65.12,1.14
2026-06-21 12:46:49,277.21,35.86,65.88,1.03
2026-06-21 12:46:52,284.72,34.89,61.70,0.94
2026-06-21 12:46:54,292.78,33.96,59.49,1.03
2026-06-21 12:46:56,284.82,34.85,61.23,1.25
2026-06-21 12:46:59,281.14,35.36,62.48,0.87
2026-06-21 12:47:02,289.14,34.31,60.22,1.03
2026-06-21 12:47:05,276.00,35.98,65.47,1.27
2026-06-21 12:47:08,294.11,33.82,61.06,0.80
2026-06-21 12:47:11,269.26,36.88,66.01,0.91
2026-06-21 12:47:13,294.82,33.74,58.75,1.31
2026-06-21 12:47:16,294.62,33.75,58.73,0.74
2026-06-21 12:47:18,292.01,34.02,59.15,1.07
2026-06-21 12:47:21,294.29,33.81,59.95,0.90
2026-06-21 12:47:24,277.58,35.74,63.32,0.91
2026-06-21 12:47:26,272.83,36.42,65.30,1.41
2026-06-21 12:47:29,297.11,33.45,59.15,0.74
2026-06-21 12:47:32,293.63,33.86,58.18,0.89
2026-06-21 12:47:34,289.48,34.31,59.87,0.91
2026-06-21 12:47:36,285.06,34.85,61.20,1.09
2026-06-21 12:47:39,273.95,36.27,64.10,1.37
2026-06-21 12:47:41,275.19,36.05,65.22,0.80
2026-06-21 12:47:44,294.98,33.70,59.40,1.07
2026-06-21 12:47:47,293.47,33.88,57.96,1.07
2026-06-21 12:47:49,273.27,36.43,66.18,0.82
2026-06-21 12:47:52,275.43,36.04,64.58,0.99
2026-06-21 12:47:55,294.81,33.74,58.05,1.15
2026-06-21 12:47:57,295.80,33.61,58.59,1.03
2026-06-21 12:48:00,269.67,36.85,65.38,0.72
2026-06-21 12:48:05,277.72,35.75,62.63,1.36
2026-06-21 12:48:07,289.21,34.33,60.53,1.41
2026-06-21 12:48:09,272.84,36.42,64.77,1.10
2026-06-21 12:48:11,270.63,36.72,66.86,0.73
2026-06-21 12:48:13,280.45,35.46,63.79,0.69
2026-06-21 12:48:16,275.01,36.09,64.01,1.06
2026-06-21 12:48:18,288.84,34.37,58.61,0.79
2026-06-21 12:48:20,270.58,36.73,65.34,0.81
2026-06-21 12:48:22,274.59,36.17,65.17,0.83
2026-06-21 12:48:24,271.52,36.68,66.47,0.85
2026-06-21 12:48:27,277.09,35.86,63.21,1.25
2026-06-21 12:48:29,288.19,34.44,60.18,1.16
2026-06-21 12:48:31,282.43,35.21,62.78,1.35
2026-06-21 12:51:31,188.17,51.28,103.46,1.06
2026-06-21 12:51:36,199.04,48.94,95.30,0.81
2026-06-21 12:51:40,187.58,51.41,103.88,0.97
2026-06-21 12:51:42,190.54,50.77,103.49,1.03
2026-06-21 12:51:46,195.45,49.71,98.28,1.12
2026-06-21 12:51:49,202.52,48.16,93.42,1.15
2026-06-21 12:51:52,191.56,50.55,100.37,1.11
2026-06-21 12:51:55,189.09,51.08,102.10,0.99
2026-06-21 12:51:58,187.49,51.43,103.85,0.73
2026-06-21 12:52:02,192.17,50.42,100.70,0.93
2026-06-21 12:52:05,189.71,50.95,102.82,0.92
2026-06-21 12:52:08,200.61,48.58,94.98,0.80
2026-06-21 12:52:11,196.38,49.51,100.30,1.03
2026-06-21 12:52:15,197.81,49.21,97.51,1.05
2026-06-21 12:52:18,192.33,50.38,101.47,1.22
2026-06-21 12:52:20,195.33,49.74,99.59,0.88
2026-06-21 12:52:24,201.45,48.41,94.72,1.28
2026-06-21 12:52:27,195.39,49.72,100.19,1.12
2026-06-21 12:52:31,196.11,49.57,100.64,1.17
2026-06-21 12:52:34,187.18,51.49,103.64,0.87
2026-06-21 12:52:37,188.36,51.24,104.96,0.99
2026-06-21 12:52:43,185.28,51.92,105.74,1.14
2026-06-21 12:52:46,193.12,50.21,101.73,0.93
2026-06-21 12:52:49,194.01,50.03,98.57,1.06
2026-06-21 12:52:51,192.03,50.45,101.88,1.07
2026-06-21 12:52:53,198.33,49.10,97.98,1.52
2026-06-21 12:52:55,196.97,49.39,99.11,0.88
2026-06-21 12:52:57,197.33,49.30,96.80,1.12
2026-06-21 12:52:59,192.54,50.33,101.86,0.96
2026-06-21 12:53:01,199.18,48.91,96.57,0.99
2026-06-21 12:53:03,188.27,51.26,102.61,0.63
2026-06-21 12:53:05,190.94,50.68,101.27,0.90
2026-06-21 12:53:07,189.80,50.93,102.85,1.03
2026-06-21 12:53:10,187.88,51.33,105.12,1.00
2026-06-21 12:53:12,197.26,49.32,96.79,1.06
2026-06-21 12:53:14,185.24,51.91,106.88,1.04
2026-06-21 12:53:16,200.82,48.55,94.48,0.89
2026-06-21 12:53:18,201.96,48.28,95.38,0.61
2026-06-21 12:53:20,190.80,50.71,103.38,1.02
2026-06-21 12:53:22,195.39,49.72,100.52,0.91
2026-06-21 12:53:24,196.46,49.49,99.42,1.00
2026-06-21 12:53:26,197.55,49.26,98.66,0.90
2026-06-21 12:53:28,186.03,51.75,104.73,0.88
2026-06-21 12:53:31,201.15,48.47,95.83,1.26
2026-06-21 12:53:33,189.02,51.09,104.09,1.25
2026-06-21 12:53:36,193.78,50.06,101.12,0.98
2026-06-21 12:53:38,185.67,51.83,105.86,0.89
2026-06-21 12:53:41,192.16,50.42,100.52,0.70
2026-06-21 12:53:43,190.29,50.82,102.70,1.13
2026-06-21 12:53:46,195.92,49.61,98.04,0.90
2026-06-21 12:53:48,196.29,49.53,101.29,1.07
2026-06-21 12:53:51,197.04,49.37,98.54,1.25
2026-06-21 12:53:53,187.26,51.49,105.45,1.10
2026-06-21 12:53:55,201.25,48.44,94.64,1.21
2026-06-21 12:53:57,194.72,49.86,99.85,1.11
2026-06-21 12:53:59,197.80,49.21,97.83,0.91
2026-06-21 12:54:01,202.45,48.17,95.01,0.83
2026-06-21 12:54:03,195.10,49.79,98.02,0.88
2026-06-21 12:54:06,190.34,50.81,104.01,0.77
2026-06-21 12:54:08,188.92,51.12,103.92,1.21
2026-06-21 12:54:10,185.17,51.94,104.83,1.01
2026-06-21 12:54:12,187.66,51.40,104.79,1.28
2026-06-21 12:54:14,185.62,51.84,107.97,0.48
2026-06-21 12:54:16,194.30,49.96,99.55,0.72
2026-06-21 12:54:18,199.97,48.72,97.64,1.01
2026-06-21 12:54:20,185.66,51.84,107.24,0.94
2026-06-21 12:54:22,195.50,49.71,97.81,0.94
2026-06-21 12:54:24,197.46,49.28,97.64,0.95
2026-06-21 12:54:26,197.58,49.26,96.64,0.92
2026-06-21 12:54:28,193.06,50.23,99.78,1.07
2026-06-21 12:54:30,194.19,49.98,99.67,1.18
2026-06-21 12:54:33,187.76,51.36,104.98,1.13
2026-06-21 12:54:35,193.15,50.20,100.74,1.12
2026-06-21 12:54:38,200.68,48.58,94.31,1.09
2026-06-21 12:54:40,196.73,49.44,98.71,0.83
2026-06-21 12:54:42,201.80,48.30,93.58,1.06
2026-06-21 12:54:45,185.26,51.91,106.05,1.10
2026-06-21 12:54:47,192.13,50.43,101.51,1.47
2026-06-21 12:54:49,195.10,49.79,99.20,0.87
2026-06-21 12:54:52,188.73,51.16,103.78,0.93
2026-06-21 12:54:55,189.68,50.96,101.89,1.02
2026-06-21 12:54:57,191.77,50.49,103.06,1.11
2026-06-21 12:55:00,192.72,50.30,99.55,0.71
2026-06-21 12:55:02,189.16,51.07,102.53,0.95
2026-06-21 12:55:04,197.58,49.25,97.96,1.05
2026-06-21 12:55:07,188.22,51.27,105.67,1.21
2026-06-21 12:55:09,185.26,51.92,104.71,1.26
2026-06-21 12:55:12,201.70,48.35,93.52,1.63
2026-06-21 12:55:14,191.90,50.47,100.76,1.00
2026-06-21 12:55:18,191.98,50.45,99.29,0.86
2026-06-21 12:55:20,189.43,51.01,103.09,0.67
2026-06-21 12:55:22,195.34,49.74,99.07,1.02
2026-06-21 12:55:24,202.20,48.23,95.05,1.31
2026-06-21 12:55:27,200.51,48.61,96.33,1.27
2026-06-21 12:55:29,191.26,50.61,102.44,0.90
2026-06-21 12:55:31,193.91,50.04,98.96,0.98
2026-06-21 12:55:33,195.68,49.67,98.34,1.29
2026-06-21 12:55:36,194.06,50.01,100.67,1.08
2026-06-21 12:55:38,197.14,49.35,96.17,0.71
2026-06-21 12:55:43,275.13,36.07,82.80,0.92
2026-06-21 12:55:46,288.56,34.43,77.52,1.22
2026-06-21 12:55:48,264.75,37.44,85.87,0.92
2026-06-21 12:55:51,257.29,38.51,90.23,0.91
2026-06-21 12:55:54,293.27,33.90,75.06,1.07
2026-06-21 12:55:57,286.89,34.62,77.56,0.98
2026-06-21 12:56:01,278.77,35.67,80.26,0.95
2026-06-21 12:56:03,284.31,34.93,77.47,1.15
2026-06-21 12:56:07,288.31,34.43,78.45,0.93
2026-06-21 12:56:09,279.74,35.53,81.78,1.05
2026-06-21 12:56:12,287.51,34.54,76.89,0.90
2026-06-21 12:56:15,266.15,37.21,86.24,1.01
2026-06-21 12:56:17,287.94,34.49,77.91,1.13
2026-06-21 12:56:20,285.19,34.82,79.93,0.93
2026-06-21 12:56:23,257.71,38.45,90.11,1.01
2026-06-21 12:56:26,272.70,36.43,83.97,0.64
2026-06-21 12:56:28,271.24,36.65,83.81,1.07
2026-06-21 12:56:31,284.61,34.91,77.35,0.47
2026-06-21 12:56:36,260.32,38.11,89.18,0.91
2026-06-21 12:56:40,251.90,39.35,91.31,0.74
2026-06-21 12:56:43,276.98,35.88,81.59,1.14
2026-06-21 12:56:45,269.78,36.80,83.42,0.70
2026-06-21 12:56:47,288.65,34.39,75.94,1.14
2026-06-21 12:56:50,273.27,36.36,81.02,1.07
2026-06-21 12:56:52,287.20,34.59,79.22,1.01
2026-06-21 12:56:54,269.49,36.84,83.50,1.10
2026-06-21 12:56:57,270.48,36.71,84.11,0.94
2026-06-21 12:57:00,262.27,37.85,84.88,1.03
2026-06-21 12:57:02,256.75,38.57,89.31,1.12
2026-06-21 12:57:04,280.91,35.41,80.34,0.88
2026-06-21 12:57:07,259.13,38.27,89.05,1.28
2026-06-21 12:57:09,274.21,36.22,82.42,1.06
2026-06-21 12:57:11,257.49,38.48,86.83,0.66
2026-06-21 12:57:14,253.70,39.06,92.92,0.96
2026-06-21 12:57:16,258.69,38.31,90.86,1.04
2026-06-21 12:57:18,277.57,35.76,80.67,0.95
2026-06-21 12:57:21,264.02,37.56,86.27,1.41
2026-06-21 12:57:23,278.41,35.69,80.23,1.11
2026-06-21 12:57:25,269.65,36.84,84.75,0.58
2026-06-21 12:57:28,273.80,36.29,80.84,1.04
2026-06-21 12:57:30,262.97,37.73,88.13,1.15
2026-06-21 12:57:33,263.54,37.64,87.45,0.99
2026-06-21 12:57:35,273.57,36.27,83.65,1.22
2026-06-21 12:57:38,286.65,34.63,76.18,0.54
2026-06-21 12:57:40,289.16,34.31,76.09,1.09
2026-06-21 12:57:43,295.44,33.63,75.15,1.07
2026-06-21 12:57:45,290.67,34.18,75.87,0.85
2026-06-21 12:57:48,287.58,34.55,77.30,1.16
2026-06-21 12:57:50,281.09,35.37,80.74,1.07
2026-06-21 12:57:53,269.25,36.88,85.39,1.43
2026-06-21 12:57:55,255.28,38.80,88.63,1.11
2026-06-21 12:58:00,295.47,33.63,59.72,0.13
2026-06-21 12:58:02,289.94,34.25,63.54,0.81
2026-06-21 12:58:05,253.74,39.04,73.11,1.40
2026-06-21 12:58:07,277.82,35.75,65.07,0.69
2026-06-21 12:58:11,269.64,36.85,66.26,0.66
2026-06-21 12:58:15,296.21,33.57,60.97,1.61
2026-06-21 12:58:18,257.21,38.52,69.75,1.14
2026-06-21 12:58:20,278.19,35.71,64.18,1.04
2026-06-21 12:58:24,275.49,36.03,66.00,1.31
2026-06-21 12:58:26,288.82,34.38,62.30,0.32
2026-06-21 12:58:29,277.16,35.83,66.50,0.30
2026-06-21 12:58:32,264.49,37.48,67.80,1.09
2026-06-21 12:58:36,288.68,34.39,62.20,0.36
2026-06-21 12:58:38,284.65,34.89,63.32,1.03
2026-06-21 12:58:42,285.36,34.80,62.70,1.53
2026-06-21 12:58:44,275.62,36.03,65.16,0.70
2026-06-21 12:58:47,272.83,36.42,67.72,0.83
2026-06-21 12:58:50,258.28,38.38,71.41,0.77
2026-06-21 12:58:53,283.08,35.09,64.12,0.96
2026-06-21 12:58:56,286.21,34.69,62.32,1.22
2026-06-21 12:58:59,266.57,37.19,68.18,1.33
2026-06-21 12:59:03,276.18,35.96,65.68,1.49
2026-06-21 12:59:05,276.20,35.96,63.74,0.48
2026-06-21 12:59:07,267.68,37.04,67.94,2.10
2026-06-21 12:59:11,291.76,34.05,61.54,1.02
2026-06-21 12:59:14,290.84,34.17,63.11,1.30
2026-06-21 12:59:16,255.11,38.82,72.91,-0.42
2026-06-21 12:59:20,290.83,34.16,62.31,0.67
2026-06-21 12:59:22,264.20,37.53,69.18,0.78
2026-06-21 12:59:25,270.94,36.64,67.79,1.46
2026-06-21 12:59:27,280.29,35.46,64.16,0.71
2026-06-21 12:59:30,264.52,37.48,70.71,1.42
2026-06-21 12:59:34,256.23,38.65,72.07,0.68
2026-06-21 12:59:36,257.20,38.52,73.24,1.20
2026-06-21 12:59:39,256.26,38.64,70.26,1.23
2026-06-21 12:59:42,279.88,35.53,65.43,1.51
2026-06-21 12:59:45,277.50,35.77,66.88,0.62
2026-06-21 12:59:47,270.76,36.73,67.78,1.43
2026-06-21 12:59:50,280.74,35.45,63.76,1.57
2026-06-21 12:59:53,266.66,37.16,66.52,1.13
2026-06-21 12:59:56,286.57,34.66,63.83,1.55
2026-06-21 13:00:01,279.44,35.55,64.00,1.49
2026-06-21 13:00:05,280.16,35.48,63.95,0.50
2026-06-21 13:00:08,293.19,33.88,61.72,0.87
2026-06-21 13:00:10,261.10,38.02,70.30,0.92
2026-06-21 13:00:13,293.60,33.87,60.64,1.04
2026-06-21 13:00:16,275.76,36.00,67.15,0.27
2026-06-21 13:00:18,274.24,36.22,66.46,0.71
2026-06-21 13:00:23,269.81,36.80,69.29,0.58
2026-06-21 13:00:26,288.49,34.40,61.08,1.29
2026-06-21 13:00:28,296.06,33.56,59.93,1.57
2026-06-21 13:00:31,260.51,38.10,69.80,1.41
2026-06-21 13:00:33,289.42,34.33,62.46,1.73
2026-06-21 13:00:36,255.32,38.79,71.70,0.99
2026-06-21 13:00:38,263.97,37.57,69.94,0.91
2026-06-21 13:00:41,277.95,35.77,64.59,0.09
2026-06-21 13:00:44,274.19,36.22,65.16,0.91
2026-06-21 13:00:46,254.55,38.92,72.48,1.60
2026-06-21 13:00:48,291.92,34.05,63.05,0.33
2026-06-21 13:00:50,280.44,35.41,64.91,1.25
2026-06-21 13:00:53,273.23,36.37,65.60,0.51
2026-06-21 13:00:55,281.33,35.34,63.44,0.77
2026-06-21 13:00:58,290.94,34.15,63.22,1.11
2026-06-21 13:01:00,262.88,37.77,68.95,1.11
2026-06-21 13:01:05,175.62,22.82,39.43,0.61
2026-06-21 13:01:09,119.56,19.72,35.65,1.01
2026-06-21 13:01:11,137.75,20.73,37.99,0.87
2026-06-21 13:01:16,144.85,21.13,38.09,1.27
2026-06-21 13:01:19,173.66,22.71,40.27,1.21
2026-06-21 13:01:23,133.43,20.49,36.50,1.16
2026-06-21 13:01:26,170.38,22.54,39.74,1.31
2026-06-21 13:01:31,129.86,20.28,38.13,0.98
2026-06-21 13:01:35,166.03,22.30,40.61,1.46
2026-06-21 13:01:39,143.22,21.04,39.72,0.89
2026-06-21 13:01:42,148.04,21.31,39.27,0.82
2026-06-21 13:01:45,115.61,19.50,34.73,0.52
2026-06-21 13:01:48,142.85,21.02,38.59,1.26
2026-06-21 13:01:53,137.07,20.69,38.80,1.05
2026-06-21 13:01:59,124.94,20.01,36.05,0.98
2026-06-21 13:02:03,156.90,21.79,39.01,1.46
2026-06-21 13:02:07,160.28,21.97,39.52,0.94
2026-06-21 13:02:13,135.02,20.58,39.50,1.18
2026-06-21 13:02:16,167.56,22.38,38.59,1.17
2026-06-21 13:02:19,167.19,22.36,39.29,1.09
2026-06-21 13:02:22,176.56,22.87,42.24,1.02
2026-06-21 13:02:26,147.60,21.29,39.40,1.16
2026-06-21 13:02:29,147.01,21.26,39.66,1.07
2026-06-21 13:02:32,123.72,19.95,37.20,0.96
2026-06-21 13:02:34,120.10,19.76,35.92,1.13
2026-06-21 13:02:36,113.71,19.40,35.87,1.13
2026-06-21 13:02:39,129.46,20.26,36.96,1.00
2026-06-21 13:02:42,115.73,19.51,38.75,1.18
2026-06-21 13:02:45,146.83,21.25,36.57,1.05
2026-06-21 13:02:47,135.17,20.58,36.92,1.20
2026-06-21 13:02:51,131.69,20.39,38.06,0.90
2026-06-21 13:02:54,172.06,22.62,39.89,0.78
2026-06-21 13:02:57,149.62,21.40,39.46,0.55
2026-06-21 13:03:00,164.57,22.22,39.84,1.07
2026-06-21 13:03:03,164.27,22.20,40.32,1.25
2026-06-21 13:03:07,123.37,19.93,35.35,0.85
2026-06-21 13:03:12,162.40,22.10,39.31,0.87
2026-06-21 13:03:17,116.46,19.56,36.14,0.97
2026-06-21 13:03:20,133.51,20.49,35.87,0.77
2026-06-21 13:03:22,126.33,20.09,37.46,0.77
2026-06-21 13:03:25,120.44,19.77,36.66,1.03
2026-06-21 13:03:28,137.40,20.71,37.32,0.63
2026-06-21 13:03:31,141.45,20.94,36.59,0.97
2026-06-21 13:03:34,135.58,20.61,37.94,0.72
2026-06-21 13:03:37,127.04,20.13,35.95,1.05
2026-06-21 13:03:41,132.62,20.44,39.13,0.59
2026-06-21 13:03:46,119.91,19.74,36.53,0.98
2026-06-21 13:03:50,151.13,21.48,39.07,0.95
2026-06-21 13:03:54,148.15,21.31,38.09,1.12
2026-06-21 13:03:58,129.47,20.26,38.41,1.07
2026-06-21 13:04:01,149.30,21.38,37.57,1.06
2026-06-21 13:04:04,153.90,21.63,39.25,1.17
2026-06-21 13:04:07,170.62,22.55,39.77,0.95
2026-06-21 13:04:10,134.41,20.54,39.69,0.83
2026-06-21 13:04:13,114.94,19.47,36.15,1.18
2026-06-21 13:04:15,137.56,20.72,37.35,0.95
2026-06-21 13:04:18,126.62,20.10,38.39,1.19
2026-06-21 13:04:21,166.60,22.33,38.67,1.08
2026-06-21 13:04:24,130.10,20.29,34.84,1.00
2026-06-21 13:04:27,118.10,19.65,36.39,0.87
2026-06-21 13:04:30,158.21,21.86,37.53,0.90
2026-06-21 13:04:34,133.41,20.48,36.60,1.05
2026-06-21 13:04:37,122.28,19.87,36.25,1.10
2026-06-21 13:04:39,130.34,20.31,37.33,1.39
2026-06-21 13:04:43,170.06,22.52,40.49,0.81
2026-06-21 13:04:45,176.09,22.84,41.10,1.22
2026-06-21 13:04:48,135.63,20.61,39.05,0.81
2026-06-21 13:04:52,131.87,20.40,36.95,0.85
2026-06-21 13:04:55,177.43,22.92,41.52,1.37
2026-06-21 13:04:57,125.03,20.02,38.40,1.01
2026-06-21 13:05:01,154.41,21.65,38.19,0.84
2026-06-21 13:05:06,115.11,19.47,35.90,1.02
2026-06-21 13:05:09,274.67,36.13,62.53,0.86
2026-06-21 13:05:12,259.37,38.22,70.54,1.10
2026-06-21 13:05:14,269.83,36.80,66.70,1.15
2026-06-21 13:05:16,294.66,33.74,57.36,0.83
2026-06-21 13:05:18,283.75,35.01,60.16,0.86
2026-06-21 13:05:21,282.30,35.21,63.29,0.88
2026-06-21 13:05:23,281.20,35.38,62.14,0.86
2026-06-21 13:05:25,260.80,38.05,68.20,0.70
2026-06-21 13:05:28,266.57,37.19,66.12,0.88
2026-06-21 13:05:30,293.20,33.91,60.29,0.98
2026-06-21 13:05:33,292.70,33.96,61.76,0.93
2026-06-21 13:05:35,266.71,37.17,66.80,0.74
2026-06-21 13:05:37,253.11,39.16,71.25,1.03
2026-06-21 13:05:40,256.49,38.61,69.88,0.66
2026-06-21 13:05:42,272.43,36.58,66.30,1.24
2026-06-21 13:05:44,268.48,36.95,64.27,1.22
2026-06-21 13:05:46,273.97,36.25,64.61,1.26
2026-06-21 13:05:49,258.93,38.29,65.26,0.67
2026-06-21 13:05:51,283.51,35.04,60.53,1.03
2026-06-21 13:05:55,293.20,33.88,60.61,0.84
2026-06-21 13:05:59,280.31,35.47,62.07,0.82
2026-06-21 13:06:12,275.84,36.01,64.73,1.16
2026-06-21 13:06:15,290.33,34.20,60.50,0.91
2026-06-21 13:06:18,262.34,37.84,68.13,0.94
2026-06-21 13:06:21,271.98,36.56,65.70,1.15
2026-06-21 13:06:24,286.19,34.72,59.83,0.92
